TimeStamp Speed
1.50044136587 0.0
1.50044136687 5.88737669637
1.50044136738 11.4793472139
1.50044136789 7.5064231958
1.5004413684 7.88172563758
1.50044136941 8.26094265226
1.50044137042 7.19605551349
1.50044137143 6.90563174837
1.50044137244 6.08814263174
1.50044137345 8.44380205993
1.50044137446 9.1752396906
1.50044137547 7.70160799351
1.50044137648 6.64747729049
1.50044137749 9.40257025659
1.5004413785 9.85588932597
1.50044137951 9.17932584825
1.50044138052 7.68009512202
1.50044138153 7.40042779265
1.50044138254 7.28210699945
1.50044138355 10.3804375633
1.50044138456 10.5413070302
1.50044138557 9.30277048014
1.50044138658 6.99168323433
1.50044138759 8.49758423865
1.5004413886 9.94970306425
1.50044138961 9.53020207019
1.50044139062 10.4767684158
1.50044139163 9.99272880723
1.50044139264 9.6054971204
1.50044139365 7.71548232719
1.50044139466 7.06321462381
1.50044139567 7.34664561392
1.50044139668 5.85150104535
1.50044139769 6.06662976025
1.50044139871 5.79909944263
1.50044139972 6.49242907015
1.50044140072 6.55511857634
1.50044140175 6.13821308728
1.50044140274 7.75532490021
1.50044140375 8.89362085254
1.50044140476 8.16946967825
1.50044140577 10.4979205571
1.50044140678 10.8747664178
1.50044140779 7.82294029832
1.5004414088 6.86260438542
1.50044140981 5.55582257177
1.50044141082 5.78123748348
1.50044141183 8.28500957419
1.50044141284 9.83035815783
1.50044141385 9.88516444977
1.50044141486 10.9930773315
1.50044141587 9.96045949999
1.50044141688 9.18599612634
1.50044141789 8.98162384718
1.5004414189 10.5625206493
1.50044141991 8.27169908801
1.50044142092 6.16808754291
1.50044142193 5.81347623818
1.50044142294 8.41986865216
1.50044142395 7.11705010112
1.50044142496 2.63272029271
1.50044142547 0.0
1.50044142598 0.0
1.50044142699 0.0
1.500441428 0.0
1.50044142901 0.0
1.50044142928 0.0
