TimeStamp Speed
1.49932854161 0.0
1.49932854262 7.94741642439
1.49932854313 9.37286292037
1.49932854363 9.96931783348
1.49932854414 9.99061979466
1.49932854465 7.96693348231
1.49932854517 6.04975697587
1.49932854568 6.60360796662
1.49932854619 9.00038966277
1.49932854669 8.91405181861
1.4993285472 8.52078447306
1.49932854772 8.47818055069
1.49932854823 8.65292885843
1.49932854874 8.58021513875
1.49932854924 8.69120016252
1.49932854976 7.46235388037
1.49932855027 6.29642358288
1.49932855078 5.6450197134
1.49932855129 9.77760018284
1.49932855179 13.1220080885
1.4993285523 14.3788237983
1.49932855281 14.2510120312
1.49932855333 14.1658041865
1.49932855384 13.8036708464
1.49932855434 13.761066924
1.49932855485 13.6332551569
1.49932855537 26.2139220156
1.49932855588 12.9983795321
1.49932855639 15.7751258196
1.4993285569 15.1754480252
1.49932855741 7.71748069072
1.49932855791 7.42764544693
1.49932855842 6.93673784555
1.49932855894 6.88832987271
1.49932855945 7.2426668021
1.49932855995 7.77521583167
1.49932856046 7.81183400453
1.49932856098 7.82378207764
1.49932856149 6.97336772866
1.499328562 5.84820633835
1.4993285625 6.16836073035
1.49932856301 6.04975697587
1.49932856352 3.57872947869
1.49932856404 2.99769771263
1.49932856455 16.4025101106
1.49932856505 21.8558121734
1.49932856556 25.6901651863
1.49932856607 27.0747926631
1.49932856659 21.1528474544
1.4993285671 12.8024786708
1.4993285676 9.2632129999
1.49932856811 8.88679594689
1.49932856862 8.92552173553
1.49932856913 8.94305586857
1.49932856964 8.69120016252
1.49932857016 8.56789178611
1.49932857066 8.60599231779
1.49932857117 8.70827397226
1.49932857169 10.8002209115
1.49932857219 13.8521318823
1.49932857271 16.1790710899
1.49932857322 17.5853013242
1.49932857373 18.0427611217
1.49932857423 17.7774614476
1.49932857475 19.8747297834
1.49932857527 16.9594449493
1.49932857577 17.05648
1.49932857627 20.6759508546
1.49932857678 11.7373806116
1.49932857729 12.7422597956
1.4993285778 13.7397649628
1.49932857831 19.1504631032
1.49932857882 13.6332551569
1.49932857933 13.5693429299
1.49932857984 13.5480473122
1.49932858035 13.526745351
1.49932858086 13.5054433898
1.49932858137 12.7811767096
1.49932858188 9.75846731967
1.49932858239 9.36993204368
1.4993285829 9.2024472309
1.49932858341 8.66989820134
1.49932858392 10.1411523126
1.49932858443 13.2118176197
1.49932858494 14.3788237983
1.49932858545 14.698353216
1.49932858596 14.1658041865
1.49932858647 14.6344473325
1.49932858698 13.9680022419
1.49932858749 13.8675767299
1.499328588 11.4829691105
1.49932858851 11.0983217762
1.49932858903 10.8214761399
1.49932858953 11.1201295704
1.49932859004 11.2687374656
1.49932859055 11.6521727669
1.49932859106 12.9728943602
1.49932859157 12.0569100294
1.49932859208 10.7574853682
1.4993285926 16.4228190708
1.4993285931 35.5549061424
1.49932859362 17.0082219079
1.49932859413 16.8711532567
1.49932859463 16.9563611014
1.49932859514 16.8285493343
1.49932859565 17.0537031957
1.49932859616 17.9362513158
1.49932859668 14.967235279
1.49932859718 12.2940338432
1.49932859769 9.62848645456
1.4993285982 6.90183542318
1.49932859872 15.6475641553
1.49932859923 16.913757179
1.49932859973 14.7699156588
1.49932860024 10.8002209115
1.49932860075 0.0
1.49932860127 0.0
1.49932860177 0.0
1.49932860228 0.0
1.49932860279 0.0
1.4993286033 0.0
1.49932860381 0.0
1.49932860433 0.0
1.49932860483 0.0
1.49932860497 0.0
