TimeStamp Speed
1.49986364143 0.0
1.49986364243 9.32745864577
1.49986364394 9.95626593201
1.49986364545 6.85655103668
1.49986364696 8.95020932805
1.49986364847 8.67541382398
1.49986364998 7.52400510244
1.49986365149 9.87113118817
1.499863653 14.4397669786
1.49986365351 13.7823688852
1.49986365502 13.9073590282
1.49986365653 14.0368614485
1.49986365804 9.93588350646
1.49986365955 7.1299497139
1.49986366106 7.92856163948
1.49986366257 6.36011659646
1.49986366408 4.16573247664
1.49986366559 22.1956557693
1.4998636661 27.5107989361
1.49986366761 13.9988147903
1.49986366912 9.04132544802
1.49986367063 8.72139822323
1.49986367214 11.6991380143
1.49986367365 17.9439099766
1.49986367516 17.4097946459
1.49986367669 16.9603448371
1.49986367818 13.8421353046
1.49986367969 13.7127487236
1.4998636812 13.6503825198
1.49986368271 10.4251232447
1.49986368422 10.6769378158
1.49986368573 14.6196345294
1.49986368724 14.3894040644
1.49986368875 11.3100715946
1.49986369026 11.4755497414
1.49986369177 12.1014888182
1.49986369328 17.4183708697
1.49986369479 17.1881431549
1.4998636963 17.4831259382
1.49986369781 12.5907285563
1.49986369932 14.6771921457
1.49986370083 7.48249011348
1.49986370234 0.0
1.49986370385 0.0
1.49986370481 0.0
